gene,frequency,go_terms,Source_File
Tuba1a,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); neuron migration (GO:0001764, p=2.98e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Gpm6a,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); cell junction assembly (GO:0034329, p=2.00e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); neuron migration (GO:0001764, p=2.98e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Chd4,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Lrrtm4,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Il1rapl2,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Lrfn5,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Nrg2,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Ptpro,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); axonogenesis (GO:0007409, p=1.30e-08); cell junction assembly (GO:0034329, p=2.00e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Neo1,6,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); neuron migration (GO:0001764, p=2.98e-03); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Dpysl5,6,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); dendrite development (GO:0016358, p=8.08e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); regulation of dendrite development (GO:0050773, p=4.84e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Epha5,6,"axonogenesis (GO:0007409, p=1.30e-08); dendrite development (GO:0016358, p=8.08e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Fgf14,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Unc13b,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); membrane docking (GO:0022406, p=2.18e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Pacsin1,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); dendrite development (GO:0016358, p=8.08e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); regulation of dendrite development (GO:0050773, p=4.84e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Ywhah,6,"negative regulation of cell projection organization (GO:0031345, p=1.37e-05); regulation of membrane potential (GO:0042391, p=7.51e-04); dendrite development (GO:0016358, p=8.08e-04); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02); regulation of dendrite development (GO:0050773, p=4.84e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Nr3c1,6,"regulation of synaptic plasticity (GO:0048167, p=2.94e-04); dendrite development (GO:0016358, p=8.08e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Met,6,"positive regulation of cell projection organization (GO:0031346, p=3.33e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); dendrite development (GO:0016358, p=8.08e-04); neuron migration (GO:0001764, p=2.98e-03); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); regulation of dendrite development (GO:0050773, p=4.84e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Ywhae,6,"regulation of membrane potential (GO:0042391, p=7.51e-04); neuron migration (GO:0001764, p=2.98e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Slc25a4,6,"cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); regulation of cell growth (GO:0001558, p=3.78e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Actb,5,"axonogenesis (GO:0007409, p=1.30e-08); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cell junction assembly (GO:0034329, p=2.00e-04); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Actg1,5,"axonogenesis (GO:0007409, p=1.30e-08); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Hsp90ab1,5,"axonogenesis (GO:0007409, p=1.30e-08); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Matn2,5,"axonogenesis (GO:0007409, p=1.30e-08); dendrite development (GO:0016358, p=8.08e-04); neuron migration (GO:0001764, p=2.98e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Chl1,5,"axonogenesis (GO:0007409, p=1.30e-08); neuron migration (GO:0001764, p=2.98e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Nr4a3,5,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Gria1,5,"synapse assembly (GO:0007416, p=5.59e-07); cell junction assembly (GO:0034329, p=2.00e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Atp2a2,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); membrane docking (GO:0022406, p=2.18e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Unc13c,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); membrane docking (GO:0022406, p=2.18e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Dmd,5,"positive regulation of cell projection organization (GO:0031346, p=3.33e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Ndrg4,5,"positive regulation of cell projection organization (GO:0031346, p=3.33e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); membrane docking (GO:0022406, p=2.18e-02); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Calm1,5,"regulation of membrane potential (GO:0042391, p=7.51e-04); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); membrane docking (GO:0022406, p=2.18e-02); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Nfib,4,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); telencephalon development (GO:0021537, p=9.62e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Cck,4,"axonogenesis (GO:0007409, p=1.30e-08); regulation of membrane potential (GO:0042391, p=7.51e-04); neuron migration (GO:0001764, p=2.98e-03); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Dixdc1,4,"axonogenesis (GO:0007409, p=1.30e-08); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Nrg3,4,"synapse assembly (GO:0007416, p=5.59e-07); cell junction assembly (GO:0034329, p=2.00e-04); neuron migration (GO:0001764, p=2.98e-03); telencephalon development (GO:0021537, p=9.62e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Gabrb3,4,"synapse assembly (GO:0007416, p=5.59e-07); cell junction assembly (GO:0034329, p=2.00e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Snap25,4,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Cacna1e,4,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cognition (GO:0050890, p=3.70e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Rapgef1,4,"cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Camk1d,4,"positive regulation of cell projection organization (GO:0031346, p=3.33e-04); dendrite development (GO:0016358, p=8.08e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); regulation of dendrite development (GO:0050773, p=4.84e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Tubb3,3,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Epha6,3,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Ablim1,3,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Map6,3,"axonogenesis (GO:0007409, p=1.30e-08); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); dendrite development (GO:0016358, p=8.08e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Cntn6,3,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Nova2,3,"axonogenesis (GO:0007409, p=1.30e-08); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Prkcg,3,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Rimbp2,3,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of membrane potential (GO:0042391, p=7.51e-04)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Btbd9,3,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cognition (GO:0050890, p=3.70e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
Ppp3cc,3,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)",gene_report_ExcitatoryNeuronsCA1_24hrvs1hr_SAL.csv
