Description,p.adjust,Regulation,CellType,Comparison
Alzheimer disease - Mus musculus (house mouse),0.004701999028320318,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Regulation of actin cytoskeleton - Mus musculus (house mouse),0.008947395628647369,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),0.008961227463684003,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Cell adhesion molecules - Mus musculus (house mouse),0.015398410694418052,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Prion disease - Mus musculus (house mouse),0.015398410694418052,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Huntington disease - Mus musculus (house mouse),0.02660012288564866,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Estrogen signaling pathway - Mus musculus (house mouse),0.03233807979286034,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Fluid shear stress and atherosclerosis - Mus musculus (house mouse),0.044570579358323585,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Oxytocin signaling pathway - Mus musculus (house mouse),0.047343446093242175,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Hippo signaling pathway - Mus musculus (house mouse),0.04911990701673338,Down,L45ExcitatoryNeurons,24hrvs1hr_PTZ
Glutamatergic synapse - Mus musculus (house mouse),3.16287616376981e-8,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Morphine addiction - Mus musculus (house mouse),5.7724969095881025e-6,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Circadian entrainment - Mus musculus (house mouse),7.26187406244879e-6,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Pancreatic secretion - Mus musculus (house mouse),1.8207184307010978e-5,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Spinocerebellar ataxia - Mus musculus (house mouse),8.138288067211028e-5,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Neuroactive ligand signaling - Mus musculus (house mouse),1.2049827676339265e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Oxytocin signaling pathway - Mus musculus (house mouse),1.2049827676339265e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Salivary secretion - Mus musculus (house mouse),1.5805319016469883e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Long-term depression - Mus musculus (house mouse),1.8652537041227184e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Nicotine addiction - Mus musculus (house mouse),3.2218904025936145e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Retrograde endocannabinoid signaling - Mus musculus (house mouse),6.198827634874398e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Cholinergic synapse - Mus musculus (house mouse),6.198827634874398e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Calcium signaling pathway - Mus musculus (house mouse),6.240361810864523e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Insulin secretion - Mus musculus (house mouse),9.486679812529807e-4,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
GABAergic synapse - Mus musculus (house mouse),0.0012146453891456327,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
GnRH secretion - Mus musculus (house mouse),0.0018530797954371225,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),0.003130220410155523,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
cAMP signaling pathway - Mus musculus (house mouse),0.0050872532408669045,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Axon guidance - Mus musculus (house mouse),0.006844823371577898,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Polycomb repressive complex - Mus musculus (house mouse),0.007029894911846532,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
GnRH signaling pathway - Mus musculus (house mouse),0.007218508677607474,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Serotonergic synapse - Mus musculus (house mouse),0.007218508677607474,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Dopaminergic synapse - Mus musculus (house mouse),0.007218508677607474,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Vascular smooth muscle contraction - Mus musculus (house mouse),0.008958828312277359,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Phospholipase D signaling pathway - Mus musculus (house mouse),0.010251524903950301,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Aldosterone synthesis and secretion - Mus musculus (house mouse),0.011450212618752271,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",0.017338699475989285,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Circadian rhythm - Mus musculus (house mouse),0.017338699475989285,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Cortisol synthesis and secretion - Mus musculus (house mouse),0.018028791245049868,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
MAPK signaling pathway - Mus musculus (house mouse),0.01925606762235157,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Gastric acid secretion - Mus musculus (house mouse),0.019556010276874713,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Neuroactive ligand-receptor interaction - Mus musculus (house mouse),0.02773673589429254,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Purine metabolism - Mus musculus (house mouse),0.027869805713568417,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Gap junction - Mus musculus (house mouse),0.02908808281968796,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Longevity regulating pathway - Mus musculus (house mouse),0.03316477616755413,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Taste transduction - Mus musculus (house mouse),0.034823254206186594,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Fc gamma R-mediated phagocytosis - Mus musculus (house mouse),0.03652164797776565,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Dilated cardiomyopathy - Mus musculus (house mouse),0.04875591683787945,Up,L45ExcitatoryNeurons,24hrvs1hr_SAL
Parkinson disease - Mus musculus (house mouse),1.748526263774295e-7,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Salmonella infection - Mus musculus (house mouse),2.5571536724891253e-7,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),8.668832441288078e-7,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Gap junction - Mus musculus (house mouse),2.0205792856569337e-6,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Alzheimer disease - Mus musculus (house mouse),5.096489476852169e-6,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Gastric acid secretion - Mus musculus (house mouse),6.955736397790273e-6,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Motor proteins - Mus musculus (house mouse),2.307888094954531e-5,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Amyotrophic lateral sclerosis - Mus musculus (house mouse),6.225622954769176e-5,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Prion disease - Mus musculus (house mouse),6.225622954769176e-5,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Phagosome - Mus musculus (house mouse),6.225622954769176e-5,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Fluid shear stress and atherosclerosis - Mus musculus (house mouse),8.120819044354872e-5,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),1.0851580497656337e-4,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),1.2269016174161024e-4,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Salivary secretion - Mus musculus (house mouse),1.2306233580887464e-4,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Estrogen signaling pathway - Mus musculus (house mouse),2.3033425670957957e-4,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Dopaminergic synapse - Mus musculus (house mouse),2.537987980862671e-4,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Huntington disease - Mus musculus (house mouse),6.435986610689557e-4,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Aldosterone synthesis and secretion - Mus musculus (house mouse),0.002783168471499473,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Long-term potentiation - Mus musculus (house mouse),0.002783168471499473,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Amphetamine addiction - Mus musculus (house mouse),0.003036783301772791,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Hippo signaling pathway - Mus musculus (house mouse),0.0037097857828074813,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Rap1 signaling pathway - Mus musculus (house mouse),0.004322482047356936,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Thyroid hormone signaling pathway - Mus musculus (house mouse),0.0048157239406112304,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
cAMP signaling pathway - Mus musculus (house mouse),0.004996371629002033,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Oocyte meiosis - Mus musculus (house mouse),0.004996371629002033,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
cGMP-PKG signaling pathway - Mus musculus (house mouse),0.004996371629002033,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Proximal tubule bicarbonate reclamation - Mus musculus (house mouse),0.006280146339608453,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Cell adhesion molecules - Mus musculus (house mouse),0.006280146339608453,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Phototransduction - Mus musculus (house mouse),0.010718779782207189,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Circadian entrainment - Mus musculus (house mouse),0.010718779782207189,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Melanogenesis - Mus musculus (house mouse),0.010718779782207189,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse),0.011481309915285356,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Dilated cardiomyopathy - Mus musculus (house mouse),0.011481309915285356,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Glucagon signaling pathway - Mus musculus (house mouse),0.011604754010335493,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Oxytocin signaling pathway - Mus musculus (house mouse),0.011604754010335493,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Prostate cancer - Mus musculus (house mouse),0.012452089642567069,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Lipid and atherosclerosis - Mus musculus (house mouse),0.013553793854154565,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),0.015775037054948763,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Glutamatergic synapse - Mus musculus (house mouse),0.016974380447305266,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Cytoskeleton in muscle cells - Mus musculus (house mouse),0.018219673447428718,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Neurotrophin signaling pathway - Mus musculus (house mouse),0.018665436855492153,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Glioma - Mus musculus (house mouse),0.018990320134073986,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Renin secretion - Mus musculus (house mouse),0.01945594686031269,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Bacterial invasion of epithelial cells - Mus musculus (house mouse),0.019486549989664776,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Pertussis - Mus musculus (house mouse),0.019486549989664776,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Axon guidance - Mus musculus (house mouse),0.019756601120553188,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Apoptosis - Mus musculus (house mouse),0.02674595039849553,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Apelin signaling pathway - Mus musculus (house mouse),0.029561934748855965,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Cardiac muscle contraction - Mus musculus (house mouse),0.02993635420815429,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
GnRH signaling pathway - Mus musculus (house mouse),0.03050956724378836,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Proteoglycans in cancer - Mus musculus (house mouse),0.03167859726936504,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Adherens junction - Mus musculus (house mouse),0.03167859726936504,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Carbohydrate digestion and absorption - Mus musculus (house mouse),0.035551989223643984,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Hypertrophic cardiomyopathy - Mus musculus (house mouse),0.040711442976773426,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Mineral absorption - Mus musculus (house mouse),0.044507389560050674,Down,L45ExcitatoryNeurons,24hrvs1hr_SAL
Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),0.02539620240294618,Down,L45ExcitatoryNeurons,PTZvsSAL_1hr
Dopaminergic synapse - Mus musculus (house mouse),0.030387970184873218,Down,L45ExcitatoryNeurons,PTZvsSAL_1hr
Retrograde endocannabinoid signaling - Mus musculus (house mouse),0.030387970184873218,Down,L45ExcitatoryNeurons,PTZvsSAL_1hr
Oxytocin signaling pathway - Mus musculus (house mouse),0.030387970184873218,Down,L45ExcitatoryNeurons,PTZvsSAL_1hr
Nicotine addiction - Mus musculus (house mouse),0.030387970184873218,Down,L45ExcitatoryNeurons,PTZvsSAL_1hr
Type II diabetes mellitus - Mus musculus (house mouse),0.0363628159009172,Down,L45ExcitatoryNeurons,PTZvsSAL_1hr
Salmonella infection - Mus musculus (house mouse),9.683589211318261e-7,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Prion disease - Mus musculus (house mouse),9.683589211318261e-7,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Amyotrophic lateral sclerosis - Mus musculus (house mouse),7.449330945572103e-6,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Alzheimer disease - Mus musculus (house mouse),7.449330945572103e-6,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Parkinson disease - Mus musculus (house mouse),8.806483718749863e-6,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Huntington disease - Mus musculus (house mouse),1.612216055011798e-5,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Gap junction - Mus musculus (house mouse),2.0298817725050394e-4,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Phagosome - Mus musculus (house mouse),2.0298817725050394e-4,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),2.0298817725050394e-4,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Motor proteins - Mus musculus (house mouse),2.460177217374875e-4,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Antigen processing and presentation - Mus musculus (house mouse),0.004002404632470322,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Cardiac muscle contraction - Mus musculus (house mouse),0.004002404632470322,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Diabetic cardiomyopathy - Mus musculus (house mouse),0.004236323448612366,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Thermogenesis - Mus musculus (house mouse),0.0055525069122425415,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Estrogen signaling pathway - Mus musculus (house mouse),0.0104350393354435,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Oxidative phosphorylation - Mus musculus (house mouse),0.011308395304126329,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Fluid shear stress and atherosclerosis - Mus musculus (house mouse),0.012445817275800491,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Non-alcoholic fatty liver disease - Mus musculus (house mouse),0.014882029496579808,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Protein processing in endoplasmic reticulum - Mus musculus (house mouse),0.01806758646959137,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Lipid and atherosclerosis - Mus musculus (house mouse),0.030144780745973983,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),0.03325052916351212,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Progesterone-mediated oocyte maturation - Mus musculus (house mouse),0.04451701862940307,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
IL-17 signaling pathway - Mus musculus (house mouse),0.04451701862940307,Up,L45ExcitatoryNeurons,PTZvsSAL_24hr
Axon guidance - Mus musculus (house mouse),0.003251843798508446,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Type II diabetes mellitus - Mus musculus (house mouse),0.005177647529577123,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Cholinergic synapse - Mus musculus (house mouse),0.009296072754584848,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Dopaminergic synapse - Mus musculus (house mouse),0.016288592007879493,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Nicotine addiction - Mus musculus (house mouse),0.020273689647906885,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
GABAergic synapse - Mus musculus (house mouse),0.020273689647906885,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Calcium signaling pathway - Mus musculus (house mouse),0.025710574034707157,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Prion disease - Mus musculus (house mouse),0.03178733330148457,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Glutamatergic synapse - Mus musculus (house mouse),0.03411812916069407,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
MAPK signaling pathway - Mus musculus (house mouse),0.04001108760238566,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Serotonergic synapse - Mus musculus (house mouse),0.04609399894531303,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Amphetamine addiction - Mus musculus (house mouse),0.04609399894531303,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Cortisol synthesis and secretion - Mus musculus (house mouse),0.04609399894531303,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Vascular smooth muscle contraction - Mus musculus (house mouse),0.04609399894531303,Up,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Spinocerebellar ataxia - Mus musculus (house mouse),0.0016352854633289126,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),0.0016352854633289126,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),0.0016352854633289126,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Hypertrophic cardiomyopathy - Mus musculus (house mouse),0.0016352854633289126,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Dilated cardiomyopathy - Mus musculus (house mouse),0.0016352854633289126,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
cGMP-PKG signaling pathway - Mus musculus (house mouse),0.0016352854633289126,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Lipid and atherosclerosis - Mus musculus (house mouse),0.004677920244178597,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Renin secretion - Mus musculus (house mouse),0.004677920244178597,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
cAMP signaling pathway - Mus musculus (house mouse),0.004677920244178597,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Fluid shear stress and atherosclerosis - Mus musculus (house mouse),0.005308325935006202,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Insulin secretion - Mus musculus (house mouse),0.006103758892679137,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Carbohydrate digestion and absorption - Mus musculus (house mouse),0.015859618262195396,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",0.016529212573525714,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Thyroid hormone signaling pathway - Mus musculus (house mouse),0.016864183506371103,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse),0.021565360728094302,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Estrogen signaling pathway - Mus musculus (house mouse),0.021565360728094302,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Dopaminergic synapse - Mus musculus (house mouse),0.021565360728094302,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Cytoskeleton in muscle cells - Mus musculus (house mouse),0.021565360728094302,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Apelin signaling pathway - Mus musculus (house mouse),0.021565360728094302,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Ras signaling pathway - Mus musculus (house mouse),0.021565360728094302,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Calcium signaling pathway - Mus musculus (house mouse),0.026650207968592902,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Human cytomegalovirus infection - Mus musculus (house mouse),0.026650207968592902,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Gastric acid secretion - Mus musculus (house mouse),0.026650207968592902,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Proximal tubule bicarbonate reclamation - Mus musculus (house mouse),0.02725955599315362,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Efferocytosis - Mus musculus (house mouse),0.028888746741389408,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
ErbB signaling pathway - Mus musculus (house mouse),0.03247132288671303,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Salivary secretion - Mus musculus (house mouse),0.034259785606948964,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Cardiac muscle contraction - Mus musculus (house mouse),0.034259785606948964,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
GnRH signaling pathway - Mus musculus (house mouse),0.034259785606948964,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Tuberculosis - Mus musculus (house mouse),0.034259785606948964,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Endocrine resistance - Mus musculus (house mouse),0.035036584371012855,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Progesterone-mediated oocyte maturation - Mus musculus (house mouse),0.035036584371012855,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Viral myocarditis - Mus musculus (house mouse),0.035036584371012855,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Chemokine signaling pathway - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Mucin type O-glycan biosynthesis - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Circadian entrainment - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Chagas disease - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Glucagon signaling pathway - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Aldosterone synthesis and secretion - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Focal adhesion - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Th17 cell differentiation - Mus musculus (house mouse),0.037379416836208317,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
C-type lectin receptor signaling pathway - Mus musculus (house mouse),0.04356534648191891,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
NOD-like receptor signaling pathway - Mus musculus (house mouse),0.043762819724827096,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Diabetic cardiomyopathy - Mus musculus (house mouse),0.043762819724827096,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Pancreatic secretion - Mus musculus (house mouse),0.043763321893930826,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Glutamatergic synapse - Mus musculus (house mouse),0.044885448051951424,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
TNF signaling pathway - Mus musculus (house mouse),0.044976323249784504,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Neurotrophin signaling pathway - Mus musculus (house mouse),0.04715529878601087,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
T cell receptor signaling pathway - Mus musculus (house mouse),0.04725063314685096,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Other types of O-glycan biosynthesis - Mus musculus (house mouse),0.047625549832737826,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Sphingolipid signaling pathway - Mus musculus (house mouse),0.04862188463725098,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Platelet activation - Mus musculus (house mouse),0.04862188463725098,Down,L56ExcitatoryNeurons,24hrvs1hr_PTZ
Salmonella infection - Mus musculus (house mouse),1.7791282218481767e-7,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Gap junction - Mus musculus (house mouse),7.1346963188688864e-6,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Phagosome - Mus musculus (house mouse),7.1346963188688864e-6,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Motor proteins - Mus musculus (house mouse),1.272834419300058e-4,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Parkinson disease - Mus musculus (house mouse),1.272834419300058e-4,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Amyotrophic lateral sclerosis - Mus musculus (house mouse),1.8658397152533472e-4,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),1.8894968985338367e-4,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Alzheimer disease - Mus musculus (house mouse),1.8894968985338367e-4,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Fluid shear stress and atherosclerosis - Mus musculus (house mouse),0.0011663463176717944,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Huntington disease - Mus musculus (house mouse),0.0012819380561125563,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Prion disease - Mus musculus (house mouse),0.003779328882281529,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Estrogen signaling pathway - Mus musculus (house mouse),0.005028181982319148,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Gastric acid secretion - Mus musculus (house mouse),0.005028181982319148,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Apoptosis - Mus musculus (house mouse),0.005028181982319148,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),0.00786600862930516,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Hypertrophic cardiomyopathy - Mus musculus (house mouse),0.012996637391339185,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Dilated cardiomyopathy - Mus musculus (house mouse),0.013654967842897544,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Prostate cancer - Mus musculus (house mouse),0.014853858699674781,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Thyroid hormone signaling pathway - Mus musculus (house mouse),0.021451864228663044,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
